#PPI	ID_b	Sym_b	LocID_b	ID_p	Sym_p	LocID_p	Y2H	Exp	Hs	Dm	Ce	Sc	GO	Qcount
1393	1118	MRPS6	64968	1476	RIF1	55791	LacZ4		Y2H:40					2
1394	1130	MYCBP	26292	323	COPS6	10980	LacZ4		Y2H:40					2
1395	1130	MYCBP	26292	677	GDF9	2661	LacZ4		Y2H:40					2
1396	1130	MYCBP	26292	1409	PTN	5764	LacZ4		HPRD:22|HPRD:13|Y2H:40					2
1397	1132	MYH9	4627	1136	MYL9	10398	LacZ4	PMID:12421915					GO:0016460	2
1398	1145	NACA	4666	71	APLP1	333	LacZ4		Y2H:40					2
1399	1145	NACA	4666	737	HCBP6	65991	LacZ4		Y2H:40					2
1400	1148	NAP1L1	4673	428	DLST	1743	LacZ4					MIPS:13		2
1401	1149	NAP1L5	266812	659	G45IP3		LacZ4		Y2H:40					2
1402	1149	NAP1L5	266812	729	HAP1	9001	LacZ4		Y2H:40					2
1403	1149	NAP1L5	266812	897	KIAA1377	57562	LacZ4		Y2H:30|Y2H:40					2
1404	1149	NAP1L5	266812	1000	LUC7L2	51631	LacZ4		Y2H:30|Y2H:40					2
1405	1149	NAP1L5	266812	1019	MAGEH1	28986	LacZ4		Y2H:40					2
1406	1149	NAP1L5	266812	1409	PTN	5764	LacZ4		Y2H:30|Y2H:40					2
1407	1150	NASP	4678	1000	LUC7L2	51631	LacZ4		Y2H:30					2
1408	1157	NDUFA6	4700	1734	TBPL1	9519	LacZ4			GIOT:31				2
1409	1160	NDUFB8	4714	1271	PFN2	5217	LacZ4			GIOT:22				2
1410	1161	NDUFB9	4715	554	FEZ1	9638	LacZ4		Y2H:40					2
1411	1161	NDUFB9	4715	833	IKBKAP	8518	LacZ4		Y2H:40					2
1412	1161	NDUFB9	4715	1596	SH3GL3	6457	LacZ4		Y2H:40					2
1413	1165	NDUFV2	4729	812	HTATIP	10524	LacZ4		Y2H:40					2
1414	1169	NEDD8	4738	1848	UCHL1	7345	LacZ4	PMID:14673145					GO:0006511	2
1415	1173	NFATC2	4773	284	CGI-125	51003	SD4		HPRD:22|Y2H:40				GO:0006355	2
1416	1173	NFATC2	4773	1872	VIM	7431	LacZ4		HPRD:12|HPRD:22|HPRD:13|Y2H:40					2
1417	1177	NHP2L1	4809	658	G22P1	2547	SD4		Y2H:40			MIPS:31		2
1418	1177	NHP2L1	4809	725	GTF3C1	2975	LacZ4		Y2H:40					2
1419	1177	NHP2L1	4809	1326	POLA2	23649	SD4		Y2H:40	GIOT:22|GIOT:13				2
1420	1177	NHP2L1	4809	1476	RIF1	55791	LacZ4	Memb:pos	Y2H:30|Y2H:40					2
1421	1178	NICE-1	54544	466	EEF1A1	1915	LacZ4		HPRD:31|Y2H:40					2
1422	1178	NICE-1	54544	897	KIAA1377	57562	SD4		HPRD:31|Y2H:40	GIOT:31				2
1423	1178	NICE-1	54544	1063	MGC15730	84966	LacZ4		Y2H:40					2
1424	1178	NICE-1	54544	1409	PTN	5764	LacZ4		Y2H:30|Y2H:40					2
1425	1178	NICE-1	54544	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:30|Y2H:40					2
1426	1179	NIF3L1BP1	80145	286	CHD3	1107	LacZ4			GIOT:21|GIOT:22				2
1427	1181	NIPSNAP3A	25934	729	HAP1	9001	LacZ4		Y2H:40					2
1428	1181	NIPSNAP3A	25934	833	IKBKAP	8518	LacZ4		Y2H:40					2
1429	1181	NIPSNAP3A	25934	840	IMMT	10989	LacZ4		Y2H:40					2
1430	1181	NIPSNAP3A	25934	1580	SETDB1	9869	LacZ4		Y2H:40					2
1431	1182	NIT1	4817	658	G22P1	2547	LacZ4				WI5:22			2
1432	1190	NP	4860	408	DKFZP564O0523	84060	LacZ4		HPRD:31|Y2H:40					2
1433	1199	NSF	4905	737	HCBP6	65991	LacZ4		Y2H:40					2
1434	1207	NUTF2	10204	1000	LUC7L2	51631	LacZ4			GIOT:22				2
1435	1211	OFD1	8481	670	GASP	9737	LacZ4		Y2H:40					2
1436	1211	OFD1	8481	892	KIAA1128	54462	LacZ4		Y2H:40					2
1437	1211	OFD1	8481	897	KIAA1377	57562	LacZ4		Y2H:30|Y2H:40					2
1438	1211	OFD1	8481	1000	LUC7L2	51631	LacZ4		Y2H:30|Y2H:40					2
1439	1218	P4HB	5034	554	FEZ1	9638	LacZ4		Y2H:40					2
1440	1222	PAEP	5047	323	COPS6	10980	LacZ4		HPRD:31|Y2H:40					2
1441	1222	PAEP	5047	1063	MGC15730	84966	LacZ4		Y2H:40					2
1442	1222	PAEP	5047	1476	RIF1	55791	LacZ4		Y2H:40					2
1443	1224	PAFAH1B2	5049	1235	PARK2	5071	LacZ4				WI5:22			2
1444	1225	PAFAH1B3	5050	463	ECH1	1891	LacZ4		Y2H:40					2
1445	1225	PAFAH1B3	5050	672	GBP2	2634	LacZ4		Y2H:40					2
1446	1225	PAFAH1B3	5050	677	GDF9	2661	LacZ4		HPRD:31|Y2H:40					2
1447	1225	PAFAH1B3	5050	959	LOC222019	222019	LacZ4		Y2H:40					2
1448	1225	PAFAH1B3	5050	1053	MDS025	60492	LacZ4		Y2H:40					2
1449	1225	PAFAH1B3	5050	1063	MGC15730	84966	LacZ4		HPRD:31|Y2H:40					2
1450	1225	PAFAH1B3	5050	1310	PLEKHM1	9842	LacZ4		Y2H:40					2
1451	1239	PBP	5037	1688	STC2	8614	LacZ4	Memb:pos	HPRD:22					2
1452	1242	PCDHA4	56144	174	C14orf1	11161	LacZ4		HPRD:31|Y2H:40					2
1453	1242	PCDHA4	56144	408	DKFZP564O0523	84060	LacZ4		HPRD:31|Y2H:40					2
1454	1242	PCDHA4	56144	677	GDF9	2661	LacZ4		HPRD:31|Y2H:40					2
1455	1242	PCDHA4	56144	1063	MGC15730	84966	LacZ4		HPRD:31|Y2H:40					2
1456	1244	PCNT1	79902	475	EEF1G	1937	LacZ4			GIOT:22|GIOT:13|GIOT:31				2
1457	1248	PDCD5	9141	22	ACP5	54	LacZ4		Y2H:40					2
1458	1250	PDCD7	10081	554	FEZ1	9638	LacZ4		Y2H:40					2
1459	1250	PDCD7	10081	729	HAP1	9001	LacZ4		Y2H:40					2
1460	1252	PDCD8	9131	1580	SETDB1	9869	LacZ4		Y2H:40					2
1461	1251	PDCD8	9131	1688	STC2	8614	LacZ4		Y2H:40					2
1462	1261	PECAM1	5175	658	G22P1	2547	LacZ4		HPRD:22|HPRD:13					2
1463	1263	PELP1	27043	145	BAT3	7917	LacZ4		HPRD:22|Y2H:40					2
1464	1263	PELP1	27043	959	LOC222019	222019	LacZ4		Y2H:40					2
1465	1263	PELP1	27043	1784	TOM1L1	10040	LacZ4		HPRD:22|HPRD:13|Y2H:40					2
1466	1265	PEO1	56652	959	LOC222019	222019	LacZ4	Memb:neg			WI5:22			2
1467	1266	PEX14	5195	1634	SMARCC2	6601	SD4		Y2H:40			MIPS:13		2
1468	1268	PFDN1	5201	670	GASP	9737	LacZ4		Y2H:40					2
1469	1268	PFDN1	5201	749	HIP1	3092	SD4		Y2H:40	GIOT:22|GIOT:13|GIOT:31				2
1470	1268	PFDN1	5201	841	IMMT	10989	LacZ4		HPRD:22|Y2H:40					2
1471	1268	PFDN1	5201	1399	PSME1	5720	SD4		HPRD:22|Y2H:40	GIOT:31				2
1472	1269	PFKL	5211	322	COPS6	10980	LacZ4		HPRD:22|HPRD:31					2
1473	1270	PFN1	5216	174	C14orf1	11161	LacZ4		HPRD:22|HPRD:31|Y2H:40					2
1474	1270	PFN1	5216	425	DLG5	9231	SD4		HPRD:13		WI5:31			2
1475	1270	PFN1	5216	1759	TLE1	7088	SD4		HPRD:13|HPRD:31|Y2H:40		WI5:31			2
1476	1277	PHC2	1912	1043	MCM2	4171	SD4		Y2H:40	GIOT:22				2
1477	1278	PHF10	55274	1567	SDCCAG16	10813	LacZ4		Y2H:30|Y2H:40					2
1478	1278	PHF10	55274	1580	SETDB1	9869	LacZ4		Y2H:40					2
1479	1278	PHF10	55274	1853	UNC119	9094	LacZ4		Y2H:40					2
1480	1283	PHYHIP	9796	174	C14orf1	11161	SD4		HPRD:31|Y2H:40	GIOT:31				2
1481	1283	PHYHIP	9796	323	COPS6	10980	SD4		HPRD:31|Y2H:40	GIOT:31				2
1482	1283	PHYHIP	9796	466	EEF1A1	1915	SD4		HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31				2
1483	1283	PHYHIP	9796	970	LOC374923	374923	LacZ4		Y2H:40					2
1484	1283	PHYHIP	9796	1055	MED8	112950	SD4		Y2H:40	GIOT:22				2
1485	1283	PHYHIP	9796	1155	NDRG1	10397	LacZ4			GIOT:22|GIOT:31				2
1486	1283	PHYHIP	9796	1813	TTR	7276	LacZ4	Bdg:pos	Y2H:30|Y2H:40					2
1487	1283	PHYHIP	9796	1814	TTS-2.2	57104	LacZ4		Y2H:40					2
1488	1306	PLAUR	5329	466	EEF1A1	1915	LacZ4		HPRD:22|HPRD:13|Y2H:30|Y2H:40					2
1489	1306	PLAUR	5329	958	LOC222019	222019	LacZ4		HPRD:22|Y2H:40					2
1490	1306	PLAUR	5329	1271	PFN2	5217	LacZ4		Y2H:30|Y2H:40					2
1491	1308	PLEKHA4	57664	475	EEF1G	1937	LacZ4		Y2H:40					2
1492	1308	PLEKHA4	57664	812	HTATIP	10524	LacZ4		HPRD:22|Y2H:40					2
1493	1308	PLEKHA4	57664	1476	RIF1	55791	LacZ4		Y2H:40					2
1494	1308	PLEKHA4	57664	1580	SETDB1	9869	LacZ4		HPRD:22|Y2H:40					2
1495	1317	PM5	23420	145	BAT3	7917	LacZ4		Y2H:40					2
1496	1317	PM5	23420	1784	TOM1L1	10040	LacZ4		Y2H:40					2
1497	1319	PMF1	11243	284	CGI-125	51003	SD4		Y2H:40	GIOT:31				2
1498	1319	PMF1	11243	341	CRMP1	1400	LacZ4		Y2H:40					2
1499	1320	PMF1	11243	1409	PTN	5764	LacZ4		Y2H:40					2
1500	1325	PNUTL1	5413	1144	MYST2	11143	LacZ4	Bdg:neg	HPRD:31|Y2H:40					2
1501	1326	POLA2	23649	1580	SETDB1	9869	SD4		HPRD:22|Y2H:30|Y2H:40	GIOT:22|GIOT:13|GIOT:31				2
1502	1327	POLB	5423	1759	TLE1	7088	LacZ4		Y2H:40					2
1503	1328	POLD1	5424	291	CHGB	1114	LacZ4		Y2H:40					2
1504	1328	POLD1	5424	897	KIAA1377	57562	SD4		Y2H:40	GIOT:22				2
1505	1331	POLR2C	5432	581	FLJ11011	55284	LacZ4		Y2H:40					2
1506	1345	PPID	5481	729	HAP1	9001	LacZ4		Y2H:40					2
1507	1345	PPID	5481	1144	MYST2	11143	LacZ4	Bdg:pos	Y2H:40					2
1508	1349	PPOX	5498	729	HAP1	9001	LacZ4		Y2H:40					2
1509	1349	PPOX	5498	840	IMMT	10989	LacZ4		Y2H:40					2
1510	1352	PPP1R16A	84988	1602	SIAHBP1	22827	LacZ4	Bdg:pos		GIOT:21				2
1511	1352	PPP1R16A	84988	1827	TXNRD1	7296	LacZ4	Bdg:neg		GIOT:21				2
1512	1355	PPP1R8	5511	174	C14orf1	11161	LacZ4		Y2H:40					2
1513	1355	PPP1R8	5511	408	DKFZP564O0523	84060	LacZ4		Y2H:40					2
1514	1355	PPP1R8	5511	672	GBP2	2634	LacZ4		Y2H:40					2
1515	1355	PPP1R8	5511	1688	STC2	8614	LacZ4		Y2H:40					2
1516	1359	PPP5C	5536	343	CSE1L	1434	LacZ4		HPRD:13					2
1517	1360	PQBP1	10084	1476	RIF1	55791	LacZ4		Y2H:40					2
1518	1363	PREI3	25843	284	CGI-125	51003	SD4		HPRD:31|Y2H:40	GIOT:22|GIOT:31				2
1519	1363	PREI3	25843	677	GDF9	2661	SD4		Y2H:40	GIOT:22|GIOT:31				2
1520	1363	PREI3	25843	909	KIDINS220	57498	SD4			GIOT:13		MIPS:13|MIPS:31		2
1521	1363	PREI3	25843	1135	MYL6	4637	SD4			GIOT:31		MIPS:31		2
1522	1363	PREI3	25843	1563	SCMH1	22955	SD4		Y2H:40	GIOT:22				2
1523	1363	PREI3	25843	1580	SETDB1	9869	SD4		Y2H:30|Y2H:40	GIOT:21|GIOT:31				2
1524	1363	PREI3	25843	1842	UBE2V2	7336	SD4		Y2H:30	GIOT:22|GIOT:31				2
1525	1366	PRG2	5553	286	CHD3	1107	LacZ4		Y2H:40					2
1526	1380	PSAP	5660	322	COPS6	10980	LacZ4			GIOT:21				2
1527	1383	PSG1	5669	1567	SDCCAG16	10813	LacZ4			GIOT:22				2
1528	1389	PSMB10	5699	1409	PTN	5764	LacZ4					MIPS:22		2
1529	1394	PSMD11	5717	677	GDF9	2661	LacZ4		HPRD:31|Y2H:40					2
1530	1394	PSMD11	5717	892	KIAA1128	54462	LacZ4		HPRD:31|Y2H:40					2
1531	1394	PSMD11	5717	959	LOC222019	222019	LacZ4		Y2H:30|Y2H:40					2
1532	1394	PSMD11	5717	1053	MDS025	60492	LacZ4		Y2H:40					2
1533	1394	PSMD11	5717	1063	MGC15730	84966	LacZ4		HPRD:31|Y2H:40					2
1534	1394	PSMD11	5717	1415	PTPRK	5796	LacZ4		Y2H:40					2
1535	1398	PSME1	5720	1398	PSME1	5720	LacZ4	PMID:9403698					GO:0000502	2
1535	1398	PSME1	5720	1399	PSME1	5720	LacZ4	PMID:9403698					GO:0000502	2
1535	1399	PSME1	5720	1398	PSME1	5720	LacZ4	PMID:9403698					GO:0000502	2
1535	1399	PSME1	5720	1399	PSME1	5720	LacZ4	PMID:9403698					GO:0000502	2
1536	1399	PSME1	5720	1868	VCL	7414	LacZ4			GIOT:31				2
1537	1398	PSME1	5720	1872	VIM	7431	LacZ4		HPRD:22|Y2H:40					2
1538	1400	PSME3	10197	789	HSPA5	3309	SD4	Bdg:neg	Y2H:40	GIOT:13				2
1539	1401	PSPC1	55269	1187	NONO	4841	LacZ4			GIOT:13				2
1540	1404	PTEN	5728	51	ANG	283	LacZ4		Y2H:40					2
1541	1404	PTEN	5728	291	CHGB	1114	LacZ4		HPRD:31					2
1542	1404	PTEN	5728	322	COPS6	10980	LacZ4		HPRD:22|HPRD:31|Y2H:40					2
1543	1404	PTEN	5728	732	HBA1	3039	LacZ4		Y2H:40					2
1544	1405	PTH	5741	145	BAT3	7917	LacZ4		Y2H:40					2
1545	1405	PTH	5741	554	FEZ1	9638	LacZ4		Y2H:40					2
1546	1412	PTPN4	5775	988	LPL	4023	LacZ4		HPRD:22|Y2H:40					2
1547	1418	PTPRS	5802	286	CHD3	1107	SD4		HPRD:22|HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31				2
1548	1418	PTPRS	5802	554	FEZ1	9638	SD4	Memb:neg	Y2H:40			MIPS:22		2
1549	1418	PTPRS	5802	1271	PFN2	5217	LacZ4	Bdg:neg	HPRD:22|HPRD:31|Y2H:40					2
1550	1418	PTPRS	5802	1567	SDCCAG16	10813	SD4	Memb:pos	Y2H:40	GIOT:31				2
1551	1418	PTPRS	5802	1580	SETDB1	9869	SD4		HPRD:22|HPRD:31|Y2H:30|Y2H:40	GIOT:31				2
1552	1426	QTRT1	81890	323	COPS6	10980	LacZ4		Y2H:40					2
1553	1426	QTRT1	81890	1580	SETDB1	9869	LacZ4		Y2H:40					2
1554	1426	QTRT1	81890	1596	SH3GL3	6457	LacZ4		Y2H:40					2
1555	1426	QTRT1	81890	1853	UNC119	9094	LacZ4		Y2H:40					2
1556	1426	QTRT1	81890	1907	ZNF145	7704	LacZ4		Y2H:40					2
1557	1431	RAB1A	5861	266	CDKN1A	1026	LacZ4		HPRD:13|HPRD:31|Y2H:40					2
1558	1431	RAB1A	5861	583	FLJ11149	55312	LacZ4		Y2H:40					2
1559	1432	RAB27A	5873	174	C14orf1	11161	LacZ4		HPRD:22|Y2H:40					2
1560	1432	RAB27A	5873	323	COPS6	10980	LacZ4	Memb:neg	HPRD:22|HPRD:31|Y2H:40					2
1561	1432	RAB27A	5873	408	DKFZP564O0523	84060	LacZ4		HPRD:22|HPRD:31|Y2H:40					2
1562	1432	RAB27A	5873	677	GDF9	2661	LacZ4	Memb:neg	HPRD:22|Y2H:40					2
1563	1432	RAB27A	5873	897	KIAA1377	57562	LacZ4		HPRD:22|Y2H:40					2
1564	1432	RAB27A	5873	1476	RIF1	55791	LacZ4		HPRD:22|HPRD:31|Y2H:40					2
1565	1433	RAB2L	5863	812	HTATIP	10524	LacZ4		Y2H:40					2
1566	1433	RAB2L	5863	1144	MYST2	11143	LacZ4		Y2H:40					2
1567	1433	RAB2L	5863	1853	UNC119	9094	SD4		Y2H:40	GIOT:31				2
1568	1439	RABAC1	10567	1439	RABAC1	10567	LacZ4					MIPS:11		2
1569	1448	RAN	5901	897	KIAA1377	57562	SD4				WI5:22|WI5:31	MIPS:22		2
1570	1465	RECQL5	9400	337	CREB1	1385	SD4		HPRD:22	GIOT:21				2
1571	1465	RECQL5	9400	1312	PLK1	5347	SD4		Y2H:40	GIOT:21				2
1572	1466	REG1B	5968	145	BAT3	7917	LacZ4				WI5:22			2
1573	1468	RER1	11079	729	HAP1	9001	LacZ4		Y2H:40					2
1574	1468	RER1	11079	1596	SH3GL3	6457	LacZ4		Y2H:40					2
1575	1469	RFC5	5985	284	CGI-125	51003	SD4		Y2H:40	GIOT:22				2
1576	1473	RGS1	5996	737	HCBP6	65991	LacZ4		Y2H:40					2
1577	1473	RGS1	5996	1809	TSC22	8848	LacZ4		Y2H:30|Y2H:40					2
1578	1474	RGS2	5997	82	ARFGAP1	55738	SD4		HPRD:13	GIOT:22				2
1579	1474	RGS2	5997	437	DNCL1	8655	SD4		HPRD:22|HPRD:13|Y2H:40	GIOT:22				2
1580	1474	RGS2	5997	1234	PARK2	5071	SD4		HPRD:22|Y2H:40		WI5:22|WI5:13			2
1580	1474	RGS2	5997	1235	PARK2	5071	SD4		HPRD:22|Y2H:40		WI5:22|WI5:13			2
1581	1474	RGS2	5997	1369	PRKCSH	5589	SD4			GIOT:22	WI5:22			2
1582	1479	RIT1	6016	1409	PTN	5764	LacZ4		Y2H:40					2
1583	1479	RIT1	6016	1476	RIF1	55791	SD4		HPRD:22|Y2H:40		WI5:22			2
1584	1482	RNF10	9921	1053	MDS025	60492	LacZ4		Y2H:40					2
1585	1482	RNF10	9921	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40					2
1586	1482	RNF10	9921	1567	SDCCAG16	10813	LacZ4		Y2H:40					2
1587	1487	RNPC4	55147	725	GTF3C1	2975	SD4		Y2H:40	GIOT:22				2
1588	1487	RNPC4	55147	1326	POLA2	23649	SD4		Y2H:40	GIOT:22|GIOT:13				2
1589	1487	RNPC4	55147	1409	PTN	5764	SD4		Y2H:40	GIOT:22				2
1590	1489	RNUT1	10073	509	ENO2	2026	LacZ4	Bdg:pos		GIOT:22				2
1591	1502	RPL22	6146	343	CSE1L	1434	LacZ4			GIOT:13				2
1592	1507	RPL35A	6165	1596	SH3GL3	6457	LacZ4			GIOT:22|GIOT:13				2
1593	1509	RPL37A	6168	1476	RIF1	55791	LacZ4			GIOT:22				2
1594	1515	RPL9	6133	1531	RPS3	6188	SD4			GIOT:13	WI5:12			2
1595	1524	RPS10	6204	749	HIP1	3092	SD4		Y2H:40	GIOT:13				2
1596	1523	RPS10	6204	1144	MYST2	11143	LacZ4		Y2H:40					2
1597	1533	RPS3A	6189	188	C20orf31	55741	LacZ4			GIOT:12				2
1598	1533	RPS3A	6189	1554	SAP18	10284	SD4		HPRD:22|Y2H:40	GIOT:13				2
1599	1533	RPS3A	6189	1658	SOD2	6648	LacZ4		Y2H:40					2
1600	1537	RRAS2	22800	658	G22P1	2547	SD4		HPRD:22|HPRD:13			MIPS:22|MIPS:31		2
1601	1538	RRM1	6240	1476	RIF1	55791	LacZ4	Memb:neg				MIPS:22		2
1602	1542	RUTBC1	9905	216	CA12	771	LacZ4		Y2H:40					2
1603	1542	RUTBC1	9905	288	CHD3	1107	LacZ4		Y2H:30|Y2H:40					2
1604	1542	RUTBC1	9905	484	EGFR	1956	LacZ4		HPRD:22|Y2H:40					2
1605	1542	RUTBC1	9905	1210	OBDPF	54857	LacZ4		Y2H:40					2
1606	1548	S100A10	6281	1580	SETDB1	9869	LacZ4		HPRD:31|Y2H:40					2
1607	1550	S100A4	6275	145	BAT3	7917	LacZ4		Y2H:40					2
1608	1550	S100A4	6275	1853	UNC119	9094	LacZ4		Y2H:40					2
1609	1551	S100A8	6279	291	CHGB	1114	SD4		HPRD:31|Y2H:40			MIPS:31		2
1610	1551	S100A8	6279	677	GDF9	2661	LacZ4		HPRD:31|Y2H:40					2
1611	1551	S100A8	6279	1063	MGC15730	84966	LacZ4		HPRD:31|Y2H:30|Y2H:40					2
1612	1551	S100A8	6279	1788	TP53	7157	SD4		HPRD:21|HPRD:22|HPRD:31|Y2H:40		WI5:31			2
1613	1551	S100A8	6279	1819	TUBA1	22142	SD4		HPRD:22|HPRD:31			MIPS:31		2
1614	1555	SAS10	57050	729	HAP1	9001	LacZ4		Y2H:40					2
1614	1556	SAS10	57050	729	HAP1	9001	LacZ4		Y2H:40					2
1615	1557	SAT	6303	133	B4GALT3	8703	LacZ4		Y2H:40					2
1616	1557	SAT	6303	211	C9orf46	55848	LacZ4		Y2H:40					2
1617	1557	SAT	6303	288	CHD3	1107	SD4	Memb:pos	HPRD:21|HPRD:22|HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31				2
1618	1557	SAT	6303	389	DGKZ	8525	LacZ4		HPRD:22|Y2H:40					2
1619	1557	SAT	6303	659	G45IP3		LacZ4		Y2H:40					2
1620	1557	SAT	6303	672	GBP2	2634	LacZ4		Y2H:30|Y2H:40					2
1621	1557	SAT	6303	677	GDF9	2661	LacZ4		HPRD:31|Y2H:40					2
1622	1557	SAT	6303	737	HCBP6	65991	LacZ4		Y2H:40					2
1623	1557	SAT	6303	1000	LUC7L2	51631	SD4		HPRD:31|Y2H:30|Y2H:40	GIOT:31				2
1624	1557	SAT	6303	1053	MDS025	60492	LacZ4		Y2H:40					2
1625	1557	SAT	6303	1574	SEPHS1	22929	SD4	Memb:neg	Y2H:30|Y2H:40	GIOT:22				2
1626	1560	SCAPIN1	116154	474	EEF1G	1937	LacZ4			GIOT:22|GIOT:13|GIOT:31				2
1627	1568	SDCCAG3	10807	288	CHD3	1107	LacZ4		Y2H:40					2
1627	1568	SDCCAG3	10807	286	CHD3	1107	LacZ4		Y2H:40					2
1628	1568	SDCCAG3	10807	681	GIT1	28964	LacZ4		Y2H:40					2
1629	1568	SDCCAG3	10807	1872	VIM	7431	LacZ4		Y2H:40					2
1630	1569	SDK3		1258	PDPK1	5170	LacZ4			GIOT:13				2
1631	1570	SELENBP1	8991	1329	POLDIP2	26073	LacZ4		Y2H:40					2
1632	1574	SEPHS1	22929	196	C2orf18	54978	LacZ4		Y2H:40					2
1633	1574	SEPHS1	22929	1063	MGC15730	84966	SD4		Y2H:40	GIOT:22				2
1634	1574	SEPHS1	22929	1853	UNC119	9094	SD4		Y2H:30|Y2H:40	GIOT:22				2
1635	1578	SERPINB9	5272	463	ECH1	1891	LacZ4		Y2H:40					2
1636	1578	SERPINB9	5272	672	GBP2	2634	LacZ4		Y2H:40					2
1637	1578	SERPINB9	5272	677	GDF9	2661	LacZ4		HPRD:22|HPRD:31|Y2H:40					2
1638	1578	SERPINB9	5272	1310	PLEKHM1	9842	LacZ4		Y2H:40					2
1639	1581	SETMAR	6419	1581	SETMAR	6419	LacZ4						GO:0018024|GO:0016568	2
1640	1584	SFPQ	6421	1584	SFPQ	6421	LacZ4						GO:0000398	2
1641	1598	SHMT1	6470	1289	PIM1	5292	LacZ4	Bdg:neg	HPRD:13					2
1642	1599	SHPRH	257218	552	FDFT1	2222	LacZ4		Y2H:40					2
1643	1605	SIAT6	6487	1514	RPL8	6132	SD4	Bdg:neg	Y2H:40	GIOT:22				2
1644	1610	SITPEC	51295	840	IMMT	10989	LacZ4		Y2H:40					2
1645	1620	SLC25A6	293	291	CHGB	1114	LacZ4		Y2H:30					2
1646	1623	SLC2A1	6513	322	COPS6	10980	LacZ4		HPRD:31					2
1647	1631	SMA3	10571	959	LOC222019	222019	LacZ4		Y2H:40					2
1648	1635	SMN1	6606	323	COPS6	10980	LacZ4		HPRD:21|HPRD:22|HPRD:31|Y2H:40					2
1649	1635	SMN1	6606	677	GDF9	2661	LacZ4		HPRD:21|HPRD:22|HPRD:31|Y2H:40					2
1650	1641	SNAPAP	23557	670	GASP	9737	LacZ4		Y2H:40					2
1651	1641	SNAPAP	23557	913	KIF5C	3800	LacZ4			GIOT:13				2
1652	1641	SNAPAP	23557	1660	SPAG5	10615	LacZ4		Y2H:40					2
1653	1642	SNCAIP	9627	1409	PTN	5764	SD4			GIOT:31		MIPS:31		2
1654	1644	SNRPB	6628	174	C14orf1	11161	LacZ4		HPRD:21|HPRD:22|HPRD:31					2
1655	1644	SNRPB	6628	1387	PSMA3	5684	LacZ4	Bdg:pos	HPRD:21|HPRD:22					2
1656	1645	SNRPD2	6633	812	HTATIP	10524	LacZ4		HPRD:22|HPRD:13|Y2H:40					2
1657	1647	SNRPG	6637	677	GDF9	2661	LacZ4		HPRD:21|HPRD:22|HPRD:31|Y2H:40					2
1658	1650	SNTA1	6640	658	G22P1	2547	SD4		HPRD:13		WI5:22			2
1659	1662	SPG7	6687	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40					2
1660	1667	SPTAN1	6709	1811	TSSC4	10078	LacZ4			GIOT:13				2
1661	1669	SPUVE	11098	894	KIAA1229	57489	LacZ4		Y2H:40					2
1662	1669	SPUVE	11098	1072	MGC3162	79050	LacZ4			GIOT:22				2
1663	1669	SPUVE	11098	1258	PDPK1	5170	LacZ4		HPRD:22					2
1664	1669	SPUVE	11098	1442	RACGAP1	29127	LacZ4				WI5:22			2
1665	1669	SPUVE	11098	1620	SLC25A6	293	LacZ4					MIPS:22		2
1666	1671	SQSTM1	8878	1671	SQSTM1	8878	LacZ4	Bdg:pos					GO:0045944	2
1667	1680	SSR1	6745	393	DKC1	1736	SD4		Y2H:40		WI5:31			2
1668	1680	SSR1	6745	1567	SDCCAG16	10813	LacZ4		Y2H:40					2
1669	1688	STC2	8614	1409	PTN	5764	LacZ4		Y2H:40					2
1670	1690	STMN2	11075	670	GASP	9737	LacZ4		Y2H:40					2
1671	1693	STRN4	29888	916	KLHDC2	23588	LacZ4					MIPS:22		2
1672	1696	STX11	8676	1387	PSMA3	5684	SD4				WI5:22	MIPS:22|MIPS:13		2
1673	1699	STX1A	6804	1872	VIM	7431	SD4		HPRD:31|Y2H:40	GIOT:22				2
1674	1701	STX5A	6811	71	APLP1	333	LacZ4		Y2H:40					2
1675	1701	STX5A	6811	323	COPS6	10980	LacZ4		HPRD:31|Y2H:40					2
1676	1701	STX5A	6811	840	IMMT	10989	LacZ4		HPRD:31|Y2H:30|Y2H:40					2
1677	1701	STX5A	6811	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40					2
1678	1704	SULT1E1	6783	323	COPS6	10980	LacZ4		HPRD:31|Y2H:40					2
1679	1704	SULT1E1	6783	408	DKFZP564O0523	84060	LacZ4		HPRD:31|Y2H:40					2
1680	1704	SULT1E1	6783	1063	MGC15730	84966	LacZ4		HPRD:31|Y2H:40					2
1681	1707	Supt5h	20924	213	C9orf78	51759	LacZ4			GIOT:13				2
1682	1707	Supt5h	20924	725	GTF3C1	2975	LacZ4		Y2H:40					2
1683	1707	Supt5h	20924	832	IK	3550	LacZ4	Bdg:neg		GIOT:31				2
1684	1707	Supt5h	20924	981	LOC56902	56902	LacZ4		Y2H:40					2
1685	1707	Supt5h	20924	1284	PHYHIP	9796	LacZ4			GIOT:22|GIOT:31				2
